year,age,female_deaths,male_deaths,total_deaths,female_pop,male_pop,total_pop
1788,108,0,0,0,0,0,0
1788,109,0,0,0,0,0,0
1788,110+,0,0,0,0,0,0
1789,0,7259,8418,15677,30133.5,30512,60645.5
1789,1,1823.65,1969.31,3792.96,27261.2,27186.72,54447.92
1789,2,1195.34,1301.7,2497.04,27464.3,27155.78,54620.08
1789,3,851.98,897.21,1749.19,27790.51,27218.39,55008.9
1789,4,623.01,633.79,1256.8,23459.99,23549.11,47009.1
1789,5,459.27,467.99,927.26,20463.35,21047.39,41510.74
1789,6,334.5,348.2,682.7,20361.92,20891.73,41253.65
1789,7,242.17,261.49,503.66,20759.98,21120.18,41880.16
1789,8,182.27,207.9,390.17,21224.96,21487.98,42712.94
1789,9,154.8,187.41,342.21,21910.29,22038.23,43948.52
1789,10,153.86,193.98,347.84,22609.96,22760.33,45370.29
1789,11,155.83,203.44,359.27,21174.11,21444.81,42618.92
1789,12,154.8,209.75,364.55,20465.66,20677.15,41142.81
1789,13,150.77,212.91,363.68,19155.94,19312.31,38468.25
1789,14,143.75,212.92,356.67,18556.84,18598.91,37155.75
1789,15,135.17,211.23,346.4,18504.74,18545.4,37050.14
1789,16,130.82,213.6,344.42,17776.61,17537.03,35313.64
1789,17,132.13,221.48,353.61,18639.82,18064.26,36704.08
1789,18,139.12,234.89,374.01,19182.15,18272.44,37454.59
1789,19,151.76,253.81,405.57,19673.18,18516.36,38189.54
1789,20,168.41,276.9,445.31,20060.28,18615.15,38675.43
1789,21,182.42,298.78,481.2,19188.58,17578.31,36766.89
1789,22,192.11,318.14,510.25,19655.55,17744.76,37400.31
1789,23,197.49,334.96,532.45,19583.64,17447.46,37031.1
1789,24,198.56,349.23,547.79,19287.94,16928.82,36216.76
1789,25,196.42,361.16,557.58,18673.34,16185.9,34859.24
1789,26,195.55,371.59,567.14,18359.18,16195.41,34554.59
1789,27,197.03,380.7,577.73,18441.21,16595.4,35036.61
1789,28,200.89,388.52,589.41,18328.61,16759.84,35088.45
1789,29,207.11,395.02,602.13,18384.16,16941.96,35326.12
1789,30,214.81,400.38,615.19,18141.2,16928.89,35070.09
1789,31,220.45,405.18,625.63,17548.25,16277.8,33826.05
1789,32,223.14,409.6,632.74,16835.69,15606.64,32442.33
1789,33,222.9,413.61,636.51,16727.09,15417.28,32144.37
1789,34,219.69,417.24,636.93,16170.27,14890.38,31060.65
1789,35,214.81,420.06,634.87,15384.3,14188.76,29573.06
1789,36,213.34,420.41,633.75,15421.68,14335.91,29757.59
1789,37,216.53,417.88,634.41,15112.05,14120.65,29232.7
1789,38,224.39,412.47,636.86,15289.98,14304.89,29594.87
1789,39,236.93,404.18,641.11,15210,14257.79,29467.79
1789,40,252.2,393.64,645.84,15196.46,14162.47,29358.93
1789,41,262.46,383.34,645.8,14538.87,13551.88,28090.75
1789,42,265.76,373.93,639.69,13683.54,12750.16,26433.7
1789,43,262.1,365.38,627.48,12920.53,12068.3,24988.83
1789,44,251.48,357.72,609.2,12193.1,11384.69,23577.79
1789,45,236.12,350.79,586.91,11554.57,10740.18,22294.75
1789,46,224.86,344.01,568.87,11550.58,10709.76,22260.34
1789,47,219.9,337.2,557.1,11560.9,10605.57,22166.47
1789,48,221.24,330.4,551.64,11533.65,10429.35,21963
1789,49,228.89,323.59,552.48,11461.8,10255.63,21717.43
1789,50,241.25,316.8,558.05,11318.32,10077.41,21395.73
1789,51,252.02,310.09,562.11,10891.24,9627.11,20518.35
1789,52,259.58,303.49,563.07,10707.93,9368.32,20076.25
1789,53,263.98,297.01,560.99,10597.07,9161.67,19758.74
1789,54,265.18,290.62,555.8,10341.94,8828.98,19170.92
1789,55,264.45,284.85,549.3,9894.06,8379.66,18273.72
1789,56,266.84,281.65,548.49,9765.21,8243.37,18008.58
1789,57,273.62,281.53,555.15,9576.78,8085.91,17662.69
1789,58,284.78,284.48,569.26,9327.95,7889.37,17217.32
1789,59,300.3,290.5,590.8,9119.49,7633.18,16752.67
1789,60,318.65,298.77,617.42,8940.39,7372.42,16312.81
1789,61,333.49,305.97,639.46,8503.16,6953.34,15456.5
1789,62,343.27,311.29,654.56,8111.89,6628.65,14740.54
1789,63,347.97,314.72,662.69,7738.58,6337.18,14075.76
1789,64,347.62,316.26,663.88,7271.47,5961.42,13232.89
1789,65,343.61,316.14,659.75,6664.65,5519.93,12184.58
1789,66,341.59,315.23,656.82,6299.56,5169.17,11468.73
1789,67,342.99,313.76,656.75,5938.36,4731.85,10670.21
1789,68,347.79,311.73,659.52,5530.97,4290.11,9821.08
1789,69,356.01,309.14,665.15,5148.95,3946.93,9095.88
1789,70,365.96,305.72,671.68,4745.98,3609.62,8355.6
1789,71,370.88,300.42,671.3,4313.68,3207.53,7521.21
1789,72,369.1,292.95,662.05,3908.72,2868.08,6776.8
1789,73,360.63,283.33,643.96,3532.57,2560.19,6092.76
1789,74,345.43,271.57,617,3155.55,2236.07,5391.62
1789,75,324.69,257.66,582.35,2746.17,1888.19,4634.36
1789,76,302.92,241.63,544.55,2395.57,1635.13,4030.7
1789,77,281.28,223.51,504.79,2083.54,1409.52,3493.06
1789,78,259.76,203.27,463.03,1800.23,1200.75,3000.98
1789,79,238.36,180.93,419.29,1555.99,1034.91,2590.9
1789,80,217.2,157.32,374.52,1405.54,900.96,2306.5
1789,81,196.71,135.77,332.48,1153.23,717.63,1870.86
1789,82,177.01,117.11,294.12,935.08,563.27,1498.35
1789,83,158.1,101.34,259.44,760.24,445.96,1206.2
1789,84,139.97,88.45,228.42,621.82,357.89,979.71
1789,85,122.71,78.05,200.76,507.38,287.75,795.13
1789,86,106.61,68.48,175.09,413.14,233.77,646.91
1789,87,91.76,59.36,151.12,336.48,185.99,522.47
1789,88,78.15,50.68,128.83,264.96,142.09,407.05
1789,89,65.77,42.43,108.2,196.26,100.72,296.98
1789,90,42.59,22.13,64.72,140.12,66.23,206.35
1789,91,33.17,16.58,49.75,103.43,46.89,150.32
1789,92,25.37,12.17,37.54,75.01,33.08,108.09
1789,93,19.04,8.74,27.78,53.37,22.7,76.07
1789,94,14.01,6.16,20.17,37.72,15.33,53.05
1789,95,10.11,4.24,14.35,26.37,9.87,36.24
1789,96,7.16,2.85,10.01,17.5,5.86,23.36
1789,97,4.96,1.88,6.84,11.73,3.67,15.4
1789,98,3.37,1.22,4.59,7.38,2,9.38
1789,99,2.24,0.77,3.01,4.51,1.28,5.79
1789,100,1.46,0.27,1.73,2.94,0,2.94
1789,101,0.93,0,0.93,1.62,0,1.62
1789,102,0.57,0,0.57,0.25,0,0.25
1789,103,0,0,0,0,0,0
1789,104,0,0,0,0,0,0
1789,105,0,0,0,0,0,0
1789,106,0,0,0,0,0,0
1789,107,0,0,0,0,0,0
1789,108,0,0,0,0,0,0
1789,109,0,0,0,0,0,0
1789,110+,0,0,0,0,0,0
1790,0,6521,7396,13917,29531.5,29961.5,59493
1790,1,1835.47,1786.84,3622.31,26784,26759.88,53543.88
1790,2,1196.54,1154.16,2350.7,27849,27542.12,55391.12
1790,3,871.43,873.94,1745.37,28458.55,27884.33,56342.88
1790,4,650.57,672.06,1322.63,23516.45,23659.17,47175.62
1790,5,478.79,485.82,964.61,19951.71,20577.84,40529.55
1790,6,345.03,338.66,683.69,20657.28,21205.45,41862.73
1790,7,246.54,236.46,483,20678.86,21175.42,41854.28
1790,8,183.31,179.19,362.5,21163.5,21484.66,42648.16
1790,9,155.34,166.88,322.22,21689.65,21898.63,43588.28
1790,10,156.22,190.04,346.26,22410.02,22459.52,44869.54
1790,11,160.36,210.79,371.15,21960.67,22075.73,44036.4
1790,12,161.35,219.68,381.03,20555.04,20776.33,41331.37
1790,13,159.19,216.68,375.87,19863.84,20023.79,39887.63
1790,14,153.87,201.82,355.69,18587.43,18697.13,37284.56
1790,15,146.44,178.89,325.33,18001.65,18013,36014.65
1790,16,140.99,163.15,304.14,18664.64,18402.03,37066.67
1790,17,138.58,158.4,296.98,17945.72,17421.39,35367.11
1790,18,139.19,164.65,303.84,18812.69,17935.96,36748.65
1790,19,142.82,181.91,324.73,19360.29,18131.13,37491.42
1790,20,149.1,207.6,356.7,19855.49,18351.72,38207.21
1790,21,156.46,231.53,387.99,19625.17,17848.78,37473.95
1790,22,164.51,251.13,415.64,18759.16,16820.86,35580.02
1790,23,173.25,266.4,439.65,19206.89,16959.45,36166.34
1790,24,182.69,277.34,460.03,19130.78,16664.2,35794.98
1790,25,192.4,284.3,476.7,18830.56,16150.61,34981.17
1790,26,200.66,288.69,489.35,18620.45,16225.87,34846.32
1790,27,207.07,290.84,497.91,18297.36,16233.58,34530.94
1790,28,211.6,290.75,502.35,18373.9,16640.29,35014.19
1790,29,214.27,288.42,502.69,18259.23,16810.64,35069.87
1790,30,215.37,283.96,499.33,18307.23,16997.4,35304.63
1790,31,216.13,277.79,493.92,17430.73,16134.9,33565.63
1790,32,216.85,270,486.85,16849.44,15507.98,32357.42
1790,33,217.52,260.62,478.14,16162.11,14871.31,31033.42
1790,34,218.15,249.62,467.77,16046.99,14690.42,30737.41
1790,35,218.97,238.35,457.32,15507.29,14193,29700.29
1790,36,220.87,232.16,453.03,15486.63,14250.32,29736.95
1790,37,224.08,232.38,456.46,15524.87,14404.88,29929.75
1790,38,228.62,239.02,467.64,15207.04,14184.22,29391.26
1790,39,234.47,252.08,486.55,15374.17,14353.57,29727.74
1790,40,240.87,269.45,510.32,15292,14296.51,29588.51
1790,41,244.79,282.72,527.51,14526.54,13503.23,28029.77
1790,42,245.45,289.8,535.25,13881.87,12895.01,26776.88
1790,43,242.86,290.67,533.53,13051.67,12111.16,25162.83
1790,44,237.04,285.35,522.39,12314.43,11450.09,23764.52
1790,45,228.95,275.42,504.37,11614.54,10793.59,22408.13
1790,46,222.57,267.3,489.87,11547.06,10666.07,22213.13
1790,47,218.9,262.59,481.49,11548.07,10641.57,22189.64
1790,48,217.92,261.29,479.21,11560.96,10538.54,22099.5
1790,49,219.66,263.38,483.04,11532.86,10358.74,21891.6
1790,50,223.71,268.1,491.81,11457.09,10178.38,21635.47
1790,51,228.6,272.28,500.88,10863.38,9596.96,20460.34
1790,52,233.94,275.13,509.07,10439.84,9152.52,19592.36
1790,53,239.74,276.65,516.39,10254.66,8896.93,19151.59
1790,54,246,276.84,522.84,10140.03,8693.71,18833.74
1790,55,252.84,276.32,529.16,9883.71,8368.04,18251.75
1790,56,260.78,277.57,538.35,9770.2,8233.92,18004.12
1790,57,269.96,281.21,551.17,9631.08,8093.1,17724.18
1790,58,280.38,287.24,567.62,9430.35,7928.37,17358.72
1790,59,292.04,295.67,587.71,9167.16,7721.57,16888.73
1790,60,304.55,305.66,610.21,8945.15,7452.65,16397.8
1790,61,316.31,314,630.31,8411.3,6965.76,15377.06
1790,62,326.94,319.87,646.81,7973.57,6545.05,14518.62
1790,63,336.42,323.27,659.69,7581.8,6219.94,13801.74
1790,64,344.77,324.2,668.97,7208.68,5930.1,13138.78
1790,65,352.26,322.91,675.17,6746.52,5560.13,12306.65
1790,66,359.99,320.41,680.4,6352.29,5196.28,11548.57
1790,67,368.26,316.95,685.21,5976.82,4848.6,10825.42
1790,68,377.07,312.55,689.62,5604.74,4415.35,10020.09
1790,69,386.41,307.17,693.58,5185.63,3978.64,9164.27
1790,70,394.9,300.68,695.58,4793.2,3642.06,8435.26
1790,71,397.12,292.44,689.56,4317.29,3226.21,7543.5
1790,72,391.66,282.3,673.96,3889.36,2842.92,6732.28
1790,73,378.55,270.26,648.81,3496.24,2522.68,6018.92
1790,74,357.77,256.3,614.07,3139.4,2235.13,5374.53
1790,75,330.89,240.62,571.51,2789.58,1934.17,4723.75
1790,76,304.15,223.89,528.04,2439.06,1665.68,4104.74
1790,77,279.1,206.27,485.37,2112.96,1428.41,3541.37
1790,78,255.75,187.79,443.54,1823.91,1219.62,3043.53
1790,79,234.1,168.42,402.52,1561.99,1028.62,2590.61
1790,80,213.9,148.55,362.45,1453.97,933.9,2387.87
1790,81,194.19,129.74,323.93,1197.88,753.88,1951.76
1790,82,174.74,112.36,287.1,965.69,590.73,1556.42
1790,83,155.55,96.42,251.97,766.87,453.65,1220.52
1790,84,136.62,81.92,218.54,610.58,350.74,961.32
1790,85,118.18,68.86,187.04,489.34,273.95,763.29
1790,86,101.25,57.36,158.61,392.24,214.3,606.54
1790,87,86.05,47.43,133.48,313.51,169.67,483.18
1790,88,72.61,39.07,111.68,251.11,130.81,381.92
1790,89,60.91,32.28,93.19,192.63,95.37,288
1790,90,42.16,23.93,66.09,138.81,66.85,205.66
1790,91,33.12,18.46,51.58,102.45,47.03,149.48
1790,92,25.6,14.01,39.61,74.36,32.65,107.01
1790,93,19.47,10.45,29.92,52.97,22.74,75.71
1790,94,14.55,7.67,22.22,37,15.34,52.34
1790,95,10.69,5.54,16.23,25.79,10.21,36
1790,96,7.71,3.93,11.64,17.84,6.38,24.22
1790,97,5.46,2.74,8.2,11.53,3.54,15.07
1790,98,3.79,1.88,5.67,7.63,2.15,9.78
1790,99,2.59,1.26,3.85,4.62,1.03,5.65
1790,100,1.74,0.83,2.57,2.7,0.67,3.37
1790,101,1.14,0.3,1.44,1.77,0,1.77
1790,102,0.74,0,0.74,0.89,0,0.89
1790,103,0.26,0,0.26,0,0,0
1790,104,0,0,0,0,0,0
1790,105,0,0,0,0,0,0
1790,106,0,0,0,0,0,0
1790,107,0,0,0,0,0,0
1790,108,0,0,0,0,0,0
1790,109,0,0,0,0,0,0
1790,110+,0,0,0,0,0,0
1791,0,6114,7299,13413,28885,29366,58251
1791,1,1348.91,1421.45,2770.36,26378.31,26327.66,52705.97
1791,2,894.09,940.55,1834.64,27952.69,27695.34,55648.03
1791,3,606.21,642.5,1248.71,29358.86,28801.62,58160.48
1791,4,424.79,453.5,878.29,24117.64,24266.88,48384.52
1791,5,322.35,343.19,665.54,19969.5,20642.01,40611.51
1791,6,249.38,263.95,513.33,20231.27,20806.79,41038.06
1791,7,193.5,203.85,397.35,21015.82,21516.6,42532.42
1791,8,154.72,162.9,317.62,21090.97,21539.65,42630.62
1791,9,133.04,141.11,274.15,21615.93,21884.94,43500.87
1791,10,125.56,135.11,260.67,22174.5,22325.97,44500.47
1791,11,120.73,131.46,252.19,21731.8,21770.15,43501.95
1791,12,115.64,126.81,242.45,21298.2,21398.72,42696.92
1791,13,110.32,121.15,231.47,19933.87,20138.74,40072.61
1791,14,104.75,114.49,219.24,19266.13,19411.92,38678.05
1791,15,99.61,107.57,207.18,18027.37,18126.04,36153.41
1791,16,97.55,103.44,200.99,18226.91,17917.83,36144.74
1791,17,99.25,102.85,202.1,18899.82,18307.17,37206.99
1791,18,104.7,105.82,210.52,18176.87,17337.04,35513.91
1791,19,113.9,112.31,226.21,19044.04,17838.91,36882.95
1791,20,125.87,121.44,247.31,19588.46,18022.56,37611.02
1791,21,136.63,129.5,266.13,19493,17679.01,37172.01
1791,22,145.2,135.58,280.78,19256.18,17185.09,36441.27
1791,23,151.57,139.68,291.25,18393.77,16182.74,34576.51
1791,24,155.74,141.8,297.54,18827.08,16311.1,35138.18
1791,25,158.2,142.47,300.67,18751.81,16026.06,34777.87
1791,26,160.89,143.77,304.66,18715.13,16221.92,34937.05
1791,27,164.29,146.24,310.53,18498.99,16294.53,34793.52
1791,28,168.4,149.86,318.26,18172.16,16299.91,34472.07
1791,29,173.22,154.66,327.88,18243.9,16707.58,34951.48
1791,30,178.39,160.13,338.52,18125.91,16876.57,35002.48
1791,31,182.46,164.33,346.79,17658.31,16263.83,33922.14
1791,32,185.07,166.76,351.83,16806.85,15429.91,32236.76
1791,33,186.21,167.44,353.65,16235.14,14820.92,31056.06
1791,34,185.88,166.35,352.23,15570.29,14209.27,29779.56
1791,35,184.85,164.37,349.22,15451.77,14032.82,29484.59
1791,36,186.09,165.05,351.14,15614.97,14314.62,29929.59
1791,37,190.36,169.27,359.63,15591.31,14371.93,29963.24
1791,38,197.68,177.01,374.69,15626.78,14524.62,30151.4
1791,39,208.01,188.29,396.3,15296.18,14292.01,29588.19
1791,40,219.98,201.84,421.82,15446.71,14446.37,29893.08
1791,41,227.98,212.59,440.57,14624.88,13647.96,28272.84
1791,42,230.58,219.27,449.85,13879.68,12874.25,26753.93
1791,43,227.81,221.88,449.69,13250.51,12276.88,25527.39
1791,44,219.65,220.43,440.08,12449.73,11516.55,23966.28
1791,45,207.78,216.07,423.85,11743.81,10879.4,22623.21
1791,46,198.96,213.5,412.46,11627.22,10758.1,22385.32
1791,47,194.88,213.85,408.73,11565.02,10629.62,22194.64
1791,48,195.51,217.16,412.67,11567.86,10602.92,22170.78
1791,49,200.86,223.41,424.27,11578.07,10493.45,22071.52
1791,50,209.95,231.74,441.69,11542.57,10303.34,21845.91
1791,51,218.8,238.75,457.55,10973.32,9686.77,20660.09
1791,52,226.43,243.58,470.01,10385.32,9114.05,19499.37
1791,53,232.83,246.22,479.05,9964.71,8677.04,18641.75
1791,54,237.99,246.69,484.68,9778.09,8426.3,18204.39
1791,55,242.87,246.11,488.98,9661.3,8228.17,17889.47
1791,56,251.17,249.02,500.19,9770.16,8241.19,18011.35
1791,57,263.84,256.57,520.41,9644.72,8099.98,17744.7
1791,58,280.86,268.75,549.61,9488.95,7947.34,17436.29
1791,59,302.27,285.56,587.83,9266.38,7765.82,17032.2
1791,60,326.21,305.47,631.68,8978.42,7538.18,16516.6
1791,61,345.44,322.32,667.76,8445.01,7043.73,15488.74
1791,62,358.13,334.59,692.72,7904.89,6548.43,14453.32
1791,63,364.3,342.27,706.57,7465.64,6123.04,13588.68
1791,64,363.92,345.36,709.28,7078.04,5796.63,12874.67
1791,65,359.15,344.44,703.59,6715.74,5510.09,12225.83
1791,66,358.46,341.93,700.39,6430.35,5236.19,11666.54
1791,67,363.99,338.41,702.4,6031.38,4874.08,10905.46
1791,68,375.73,333.88,709.61,5645.07,4529.19,10174.26
1791,69,393.68,328.34,722.02,5255.96,4099.45,9355.41
1791,70,414.69,321.59,736.28,4815.88,3667.96,8483.84
1791,71,426.15,312.87,739.02,4388.5,3284.03,7672.53
1791,72,424.91,301.98,726.89,3905.58,2882.58,6788.16
1791,73,410.95,288.91,699.86,3483.5,2515.5,5999
1791,74,384.29,273.66,657.95,3109.04,2212.94,5321.98
1791,75,347.94,256.52,604.46,2783.29,1945.39,4728.68
1791,76,313.96,238.68,552.64,2473.46,1703.15,4176.61
1791,77,285.39,220.42,505.81,2152.38,1450.34,3602.72
1791,78,262.23,201.74,463.97,1850.47,1229.44,3079.91
1791,79,244.47,182.64,427.11,1580.4,1037.69,2618.09
1791,80,230.67,163.31,393.98,1494.83,967.64,2462.47
1791,81,214.97,144.47,359.44,1249.26,794.3,2043.56
1791,82,195.94,126.31,322.25,1012.75,632.41,1645.16
1791,83,173.56,108.84,282.4,799.9,485.95,1285.85
1791,84,147.85,92.06,239.91,620.14,364.13,984.27
1791,85,120.11,76.19,196.3,482.04,274.65,756.69
1791,86,95.56,62.18,157.74,379.12,210.63,589.75
1791,87,75.5,50.29,125.79,298.14,161.72,459.86
1791,88,59.95,40.51,100.46,233.79,126.26,360.05
1791,89,48.88,32.83,81.71,184,95.01,279.01
1791,90,47.68,22.91,70.59,138.07,65.91,203.98
1791,91,37.8,17.07,54.87,101.37,45.79,147.16
1791,92,29.53,12.47,42,73.27,30.92,104.19
1791,93,22.73,8.93,31.66,51.99,20.52,72.51
1791,94,17.23,6.27,23.5,36.1,13.77,49.87
1791,95,12.86,4.3,17.16,24.5,8.81,33.31
1791,96,9.45,2.89,12.34,16.69,5.53,22.22
1791,97,6.83,1.9,8.73,11.34,3.09,14.43
1791,98,4.86,1.22,6.08,6.97,1.27,8.24
1791,99,3.39,0.77,4.16,4.49,0.61,5.1
1791,100,2.33,0.27,2.6,2.49,0,2.49
1791,101,1.58,0,1.58,1.29,0,1.29
1791,102,1.05,0,1.05,0.85,0,0.85
1791,103,0.68,0,0.68,0.3,0,0.3
1791,104,0,0,0,0,0,0
1791,105,0,0,0,0,0,0
1791,106,0,0,0,0,0,0
1791,107,0,0,0,0,0,0
1791,108,0,0,0,0,0,0
1791,109,0,0,0,0,0,0
1791,110+,0,0,0,0,0,0
1792,0,7063,8566,15629,30510.5,31042,61552.5
1792,1,1336.35,1371.84,2708.19,26632.35,26582.63,53214.98
1792,2,889.65,908.16,1797.81,27520.65,27228.87,54749.52
1792,3,595.62,618.06,1213.68,29458.81,28939.89,58398.7
1792,4,407.38,435.95,843.33,24751.69,24829.61,49581.3
1792,5,300.64,333,633.64,20411.35,21000.31,41411.66
1792,6,225.14,259.59,484.73,20401.8,21033.54,41435.34
1792,7,168.33,203.28,371.61,20745.48,21275.24,42020.72
1792,8,130.18,164.09,294.27,21601.43,22053.82,43655.25
1792,9,110.71,142.02,252.73,21711.94,22111.09,43823.03
1792,10,106.75,134.07,240.82,22266.32,22481.83,44748.15
1792,11,105.66,128.37,234.03,21577.58,21785.89,43363.47
1792,12,104.29,121.93,226.22,21144.62,21245.35,42389.97
1792,13,102.63,114.77,217.4,20721.81,20886.41,41608.22
1792,14,100.68,106.87,207.55,19390.67,19659.01,39049.68
1792,15,98.63,99.05,197.68,18740.53,18955.08,37695.61
1792,16,97.25,94.52,191.77,18383.31,18192.07,36575.38
1792,17,96.74,94.1,190.84,18585.07,17981.58,36566.65
1792,18,97.09,97.77,194.86,19272.67,18370.43,37643.1
1792,19,98.3,105.57,203.87,18542.92,17397.84,35940.76
1792,20,100.48,116.16,216.64,19421.34,17884.56,37305.9
1792,21,104.05,124.42,228.47,19380.83,17596.54,36977.37
1792,22,109.11,129.03,238.14,19282.98,17253.71,36536.69
1792,23,115.66,130.02,245.68,19042.06,16766.41,35808.47
1792,24,123.7,127.36,251.06,18177.78,15781.78,33959.56
1792,25,132.8,122.24,255.04,18596.8,15908.67,34505.47
1792,26,141.22,119.28,260.5,18676.4,16235.57,34911.97
1792,27,148.52,119.66,268.18,18632.65,16436.67,35069.32
1792,28,154.7,123.38,278.08,18406.75,16507.24,34913.99
1792,29,159.77,130.43,290.2,18073.89,16507.86,34581.75
1792,30,163.62,139.65,303.27,18140.82,16916.28,35057.1
1792,31,165.89,146.37,312.26,17567.78,16265.84,33833.62
1792,32,166.48,149.45,315.93,17104.3,15663.19,32767.49
1792,33,165.39,148.88,314.27,16277.21,14853.88,31131.09
1792,34,162.62,144.65,307.27,15716.89,14262.8,29979.69
1792,35,158.88,138.14,297.02,15074.94,13677.72,28752.66
1792,36,156.99,134.77,291.76,15606.88,14280.11,29886.99
1792,37,157.65,135.9,293.55,15775.47,14570.75,30346.22
1792,38,160.86,141.53,302.39,15749.53,14627.29,30376.82
1792,39,166.63,151.65,318.28,15783.18,14777.12,30560.3
1792,40,173.95,164.84,338.79,15440.96,14529.14,29970.1
1792,41,178.88,175.3,354.18,14916.39,13952.13,28868.52
1792,42,180.39,181.58,361.97,14114.22,13166.4,27280.62
1792,43,178.52,183.68,362.2,13388.68,12408.89,25797.57
1792,44,173.25,181.6,354.85,12774.75,11821.95,24596.7
1792,45,165.61,176.48,342.09,11998.52,11082.58,23081.1
1792,46,159.72,172.83,332.55,11837.24,10936.59,22773.83
1792,47,156.62,171.79,328.41,11722.65,10815.09,22537.74
1792,48,156.3,173.36,329.66,11660.86,10683.66,22344.52
1792,49,158.75,177.53,336.28,11662.74,10653.57,22316.31
1792,50,163.4,183.67,347.07,11669.86,10536.59,22206.45
1792,51,167.82,189.24,357.06,11076.59,9848.56,20925.15
1792,52,171.43,193.61,365.04,10518.13,9243.07,19761.2
1792,53,174.2,196.76,370.96,9942.23,8681.49,18623.72
1792,54,176.15,198.71,374.86,9530.19,8253.28,17783.47
1792,55,178.28,200.22,378.5,9346.51,8007.28,17353.79
1792,56,184.52,204.34,388.86,9572.5,8119.68,17692.18
1792,57,195.89,211.83,407.72,9673.7,8127.09,17800.79
1792,58,212.37,222.69,435.06,9533.24,7975.16,17508.4
1792,59,233.95,236.92,470.87,9357.05,7808.29,17165.34
1792,60,258.79,253.18,511.97,9110.3,7609.87,16720.17
1792,61,279.39,266.09,545.48,8555.94,7140.88,15696.82
1792,62,293.9,274.3,568.2,8013.97,6644.83,14658.8
1792,63,302.3,277.81,580.11,7471.51,6152.64,13624.15
1792,64,304.62,276.62,581.24,7034.28,5733.79,12768.07
1792,65,302.61,272.09,574.7,6654.3,5416.75,12071.05
1792,66,303.42,269.67,573.09,6425.55,5224.2,11649.75
1792,67,308.81,270.72,579.53,6136.64,4951.79,11088.43
1792,68,318.79,275.26,594.05,5729.35,4587.95,10317.3
1792,69,333.36,283.25,616.61,5330.16,4237.81,9567.97
1792,70,350.23,292.9,643.13,4925.56,3801,8726.56
1792,71,360.15,296.92,657.07,4440.27,3353.1,7793.37
1792,72,360.84,293.46,654.3,4009.14,2970.82,6979.96
1792,73,352.28,282.55,634.83,3531.95,2578.58,6110.53
1792,74,334.5,264.17,598.67,3124.57,2227.99,5352.56
1792,75,309.57,240.16,549.73,2773.77,1948.74,4722.51
1792,76,285.92,217.86,503.78,2477.92,1709.37,4187.29
1792,77,265.63,199.07,464.7,2190.93,1488.57,3679.5
1792,78,248.71,183.82,432.53,1889.36,1253.7,3143.06
1792,79,235.17,172.09,407.26,1603.53,1047.12,2650.65
1792,80,223.76,162.77,386.53,1512.53,977.65,2490.18
1792,81,209.64,151.44,361.08,1271.49,813.3,2084.79
1792,82,191.55,136.94,328.49,1043.18,658.48,1701.66
1792,83,169.52,119.31,288.83,827.27,514.42,1341.69
1792,84,143.53,98.53,242.06,638.35,385.1,1023.45
1792,85,115.04,75.83,190.87,484.72,279.2,763.92
1792,86,89.87,56.05,145.92,373.51,205.21,578.72
1792,87,69.44,40.45,109.89,293.02,154.18,447.2
1792,88,53.78,28.98,82.76,229.97,116.14,346.11
1792,89,42.88,21.69,64.57,179.06,89.45,268.51
1792,90,41.72,22.57,64.29,132.99,65.73,198.72
1792,91,31.95,16.41,48.36,95.54,46.09,141.63
1792,92,24,11.67,35.67,67.9,31.16,99.06
1792,93,17.67,8.1,25.77,47.31,20.34,67.65
1792,94,12.75,5.51,18.26,32.16,13.02,45.18
1792,95,9.01,3.65,12.66,21.19,8.56,29.75
1792,96,6.23,2.36,8.59,13.45,5.28,18.73
1792,97,4.22,1.49,5.71,8.64,3.18,11.82
1792,98,2.79,0.92,3.71,5.57,1.56,7.13
1792,99,1.81,0.31,2.12,2.9,0.3,3.2
1792,100,1.15,0,1.15,1.67,0,1.67
1792,101,0.71,0,0.71,0.57,0,0.57
1792,102,0,0,0,0,0,0
1792,103,0,0,0,0,0,0
1792,104,0,0,0,0,0,0
1792,105,0,0,0,0,0,0
1792,106,0,0,0,0,0,0
1792,107,0,0,0,0,0,0
1792,108,0,0,0,0,0,0
1792,109,0,0,0,0,0,0
1792,110+,0,0,0,0,0,0
1793,0,6999,8400,15399,32541,33124.5,65665.5
1793,1,1556.91,1618.36,3175.27,28206.27,28101.17,56307.44
1793,2,1049.09,1096.64,2145.73,27479.23,27180.83,54660.06
1793,3,665.86,678.06,1343.92,28756.69,28215.49,56972.18
1793,4,429.15,423.94,853.09,25077.31,25116.01,50193.32
1793,5,321.63,321.58,643.21,21151.74,21642.16,42793.9
1793,6,252.13,258.82,510.95,20892.06,21465.22,42357.28
1793,7,197.81,207.63,405.44,20934.11,21546.96,42481.07
1793,8,158.68,168.01,326.69,21343.04,21847.87,43190.91
1793,9,134.75,139.95,274.7,22259.05,22685.79,44944.84
1793,10,123.66,122.2,245.86,22397.2,22771.85,45169.05
1793,11,115.97,109.7,225.67,21664.02,21957.16,43621.18
1793,12,109.35,101.21,210.56,20998.05,21285.05,42283.1
1793,13,103.78,96.7,200.48,20579.29,20760.13,41339.42
1793,14,99.25,96.19,195.44,20170.44,20409.31,40579.75
