year,age,female_deaths,male_deaths,total_deaths,female_pop,male_pop,total_pop
1751,0,5988,6902,12890,28595.61,28608.93,57204.54
1751,1,1286.45,1359.88,2646.33,26191.55,25873.44,52064.99
1751,2,834.56,882.13,1716.69,26508.24,26127.31,52635.55
1751,3,622,655.26,1277.26,22053.87,21638.37,43692.24
1751,4,470.99,497.74,968.73,18244.12,17681.68,35925.8
1751,5,339,364.84,703.84,18296.82,17824.89,36121.71
1751,6,233.88,259.28,493.16,18094.76,17920.14,36014.9
1751,7,157.58,181.76,339.34,18040.69,18125.9,36166.59
1751,8,110.1,132.28,242.38,18324.15,18583.2,36907.35
1751,9,91.45,110.83,202.28,18807.98,19139.68,37947.66
1751,10,96.28,112.29,208.57,18296.14,18322.33,36618.47
1751,11,103.19,116.2,219.39,17713.5,17566.63,35280.13
1751,12,106.86,117.46,224.32,17039.1,16805.54,33844.64
1751,13,107.26,116.05,223.31,16449.55,16213.91,32663.46
1751,14,104.41,111.99,216.4,15939.98,15716.37,31656.35
1751,15,99.22,106.15,205.37,16570.65,15879.36,32450.01
1751,16,95.41,102.05,197.46,17010.95,16050.4,33061.35
1751,17,93.9,100.57,194.47,17118.63,15864.86,32983.49
1751,18,94.69,101.72,196.41,17282.31,15289.38,32571.69
1751,19,97.78,105.5,203.28,17430.77,14751.75,32182.52
1751,20,102.69,111.24,213.93,16901.85,14317.51,31219.36
1751,21,107.5,116.38,223.88,16460.07,13905.93,30366
1751,22,111.77,120.26,232.03,16088.59,13757.83,29846.42
1751,23,115.45,122.88,238.33,15822.2,13927.85,29750.05
1751,24,118.59,124.24,242.83,15370.35,13839.19,29209.54
1751,25,121.49,124.71,246.2,15391.02,13943.58,29334.6
1751,26,125.55,125.73,251.28,15450.72,13952.54,29403.26
1751,27,131.1,127.68,258.78,15468.8,13797.98,29266.78
1751,28,138.16,130.54,268.7,15448.83,13718.29,29167.12
1751,29,146.7,134.34,281.04,15287.97,13599.83,28887.8
1751,30,155.69,138.39,294.08,14314.7,12784.88,27099.58
1751,31,160.83,139.99,300.82,13352.42,11933.6,25286.02
1751,32,161.1,138.51,299.61,12350.63,11137.09,23487.72
1751,33,156.45,133.9,290.35,11436.73,10467.99,21904.72
1751,34,146.93,126.21,273.14,10627.16,9866.04,20493.2
1751,35,134.26,116.66,250.92,10810.93,10002.34,20813.27
1751,36,125.44,110.24,235.68,11164.94,10237.46,21402.4
1751,37,122.21,108.21,230.42,11538.23,10443.06,21981.29
1751,38,124.57,110.57,235.14,11989.25,10604.41,22593.66
1751,39,132.53,117.32,249.85,12265.8,10604.31,22870.11
1751,40,144.18,127.22,271.4,11233.71,9676.58,20910.29
1751,41,151.91,135.28,287.19,10322.27,8924.75,19247.02
1751,42,153.82,140.27,294.09,9473.27,8306.42,17779.69
1751,43,149.91,142.19,292.1,8627.03,7737.15,16364.18
1751,44,140.19,141.04,281.23,7795.34,7095.81,14891.15
1751,45,126.68,137.86,264.54,8121.22,7271.04,15392.26
1751,46,117.53,136.73,254.26,8659.56,7615.27,16274.83
1751,47,114.8,138.71,253.51,9314.69,7982.92,17297.61
1751,48,118.46,143.77,262.23,10155.2,8486.4,18641.6
1751,49,128.53,151.92,280.45,10956.27,8857.04,19813.31
1751,50,143.05,161.82,304.87,9911.9,8061.75,17973.65
1751,51,154.23,168.04,322.27,8861.08,7176.68,16037.76
1751,52,160.1,169.23,329.33,7861.81,6281.76,14143.57
1751,53,160.67,165.39,326.06,6968.06,5470.44,12438.5
1751,54,155.94,156.52,312.46,6123.67,4769.04,10892.71
1751,55,148.3,144.91,293.21,6343.53,4832.72,11176.25
1751,56,147.26,139.79,287.05,6672,5002.55,11674.55
1751,57,155.21,143.43,298.64,7147.67,5239.44,12387.11
1751,58,172.15,155.84,327.99,7876.66,5542.7,13419.36
1751,59,198.07,177.02,375.09,8735.82,5825.66,14561.48
1751,60,230.02,204.06,434.08,8544.61,5621.9,14166.51
1751,61,256.12,225.27,481.39,8311.95,5463.6,13775.55
1751,62,273.41,237.74,511.15,7760.1,5163.31,12923.41
1751,63,281.88,241.47,523.35,7074.47,4857.49,11931.96
1751,64,281.55,236.46,518.01,6286.88,4531.52,10818.4
1751,65,274.82,224.96,499.78,6048.71,4312.67,10361.38
1751,66,271.34,215.94,487.28,5876.15,4117.64,9993.79
1751,67,273.53,211.67,485.2,5771.78,3941.05,9712.83
1751,68,281.39,212.12,493.51,5664.79,3744.55,9409.34
1751,69,294.92,217.31,512.23,5580.32,3516.75,9097.07
1751,70,311.33,225.28,536.61,4895.12,3130.77,8025.89
1751,71,319.45,228.22,547.67,4223.91,2760.48,6984.39
1751,72,316.48,224.18,540.66,3564.4,2374.04,5938.44
1751,73,302.43,213.16,515.59,2926.81,1992.61,4919.42
1751,74,277.3,195.16,472.46,2339.58,1629.25,3968.83
1751,75,244.54,172.27,416.81,2163.34,1447.67,3611.01
1751,76,217.89,152.91,370.8,2026.73,1306.98,3333.71
1751,77,200.83,139.18,340.01,1952.99,1207.63,3160.62
1751,78,193.34,131.06,324.4,1927.69,1141.88,3069.57
1751,79,195.42,128.56,323.98,1843.71,1095.7,2939.41
1751,80,204.09,130.12,334.21,1638.03,969.37,2607.4
1751,81,207.39,129.46,336.85,1431.32,842.16,2273.48
1751,82,202.35,124.99,327.34,1227.15,717.26,1944.41
1751,83,188.96,116.74,305.7,1029.21,600.12,1629.33
1751,84,167.22,104.69,271.91,852.88,494.64,1347.52
1751,85,139.3,89.82,229.12,700.88,401.27,1102.15
1751,86,113.83,76,189.83,569.74,328.92,898.66
1751,87,92.98,64.18,157.16,464.3,273.21,737.51
1751,88,76.75,54.39,131.14,381.26,224.14,605.4
1751,89,65.14,46.61,111.75,316.54,182.97,499.51
1751,90,68.99,42.23,111.22,255.82,145.85,401.67
1751,91,58.07,35.54,93.61,201.42,115.62,317.04
1751,92,48.27,29.58,77.85,156.58,90.41,246.99
1751,93,39.62,24.32,63.94,120.1,70.56,190.66
1751,94,32.08,19.76,51.84,91.21,54.67,145.88
1751,95,25.62,15.85,41.47,68.4,41.91,110.31
1751,96,20.18,12.55,32.73,50.32,31.32,81.64
1751,97,15.66,9.82,25.48,36.42,22.92,59.34
1751,98,11.98,7.57,19.55,26.38,16.89,43.27
1751,99,9.02,5.75,14.77,18.22,12.21,30.43
1751,100,6.69,4.32,11.01,12.67,8.48,21.15
1751,101,4.88,3.19,8.07,8.59,5.68,14.27
1751,102,3.5,2.32,5.82,5.27,3.88,9.15
1751,103,2.48,1.66,4.14,3.03,2.76,5.79
1751,104,1.72,1.18,2.9,1.68,1.27,2.95
1751,105,1.17,0.82,1.99,0.96,0.68,1.64
1751,106,0.78,0.56,1.34,0.64,0.25,0.89
1751,107,0.29,0,0.29,0,0,0
1751,108,0,0,0,0,0,0
1751,109,0,0,0,0,0,0
1751,110+,0,0,0,0,0,0
1752,0,6735,7710,14445,27192,27939,55131
1752,1,1896.42,2010.62,3907.04,25797.3,25404.87,51202.17
1752,2,1244.58,1300.37,2544.95,25250.2,24877.63,50127.83
1752,3,876.52,972.73,1849.25,25780.64,25360.1,51140.74
1752,4,641.47,749.27,1390.74,21507.86,21062.9,42570.76
1752,5,489.9,560.51,1050.41,17843.34,17253.27,35096.61
1752,6,374.46,407.12,781.58,18009.54,17512.94,35522.48
1752,7,283.3,289.27,572.57,17898.42,17699.7,35598.12
1752,8,216.45,206.95,423.4,17906.47,17968.93,35875.4
1752,9,173.89,160.16,334.05,18223.23,18461.67,36684.9
1752,10,152.15,143.23,295.38,18715.67,19029.43,37745.1
1752,11,137.33,133.5,270.83,18196.57,18208.13,36404.7
1752,12,125.95,125.29,251.24,17608.56,17449.81,35058.37
1752,13,118.03,118.58,236.61,16932.05,16688.77,33620.82
1752,14,113.54,113.41,226.95,16343.65,16099.85,32443.5
1752,15,111.99,109.8,221.79,15837.99,15608.18,31446.17
1752,16,111.23,108.02,219.25,16473.25,15775.18,32248.43
1752,17,110.73,108.11,218.84,16916.26,15949.06,32865.32
1752,18,110.51,110.1,220.61,17024.35,15763.74,32788.09
1752,19,110.56,113.97,224.53,17186.15,15185.84,32371.99
1752,20,110.85,119.08,229.93,17329.89,14641.16,31971.05
1752,21,111.25,122.88,234.13,16796.83,14203.69,31000.52
1752,22,111.72,124.74,236.46,16350.5,13787.61,30138.11
1752,23,112.28,124.66,236.94,15975.04,13636.25,29611.29
1752,24,112.91,122.64,235.55,15705.23,13804.29,29509.52
1752,25,113.86,119.21,233.07,15250.17,13714.14,28964.31
1752,26,116.1,116.42,232.52,15267.56,13818.35,29085.91
1752,27,119.87,114.83,234.7,15322.48,13825.83,29148.31
1752,28,125.17,114.4,239.57,15334.27,13668.85,29003.12
1752,29,132,115.15,247.15,15306.52,13585.83,28892.35
1752,30,139.31,116.67,255.98,15136.83,13464.13,28600.96
1752,31,142.92,117.27,260.19,14156.51,12645.69,26802.2
1752,32,141.76,116.54,258.3,13191.46,11794.35,24985.81
1752,33,135.84,114.46,250.3,12191.79,11000.89,23192.68
1752,34,125.17,111.06,236.23,11284.91,10337.94,21622.85
1752,35,111.56,106.95,218.51,10486.8,9745.74,20232.54
1752,36,102.3,104.64,206.94,10680.93,9888.83,20569.76
1752,37,99.22,104.77,203.99,11041.06,10128.22,21169.28
1752,38,102.32,107.32,209.64,11414.88,10333.69,21748.57
1752,39,111.6,112.31,223.91,11860.84,10490.52,22351.36
1752,40,124.95,118.84,243.79,12127.61,10482.79,22610.4
1752,41,133.94,123.29,257.23,11085.8,9545.44,20631.24
1752,42,136.47,124.77,261.24,10169.43,8787.04,18956.47
1752,43,132.53,123.28,255.81,9321.34,8165.22,17486.56
1752,44,122.13,118.82,240.95,8481.82,7595.52,16077.34
1752,45,107.55,112.57,220.12,7661.69,6956.74,14618.43
1752,46,97.88,109.21,207.09,7998.96,7133.73,15132.69
1752,47,95.4,109.93,205.33,8543.35,7477.58,16020.93
1752,48,100.12,114.72,214.84,9198.12,7841.77,17039.89
1752,49,112.04,123.57,235.61,10031.88,8338.69,18370.57
1752,50,128.73,135.05,263.78,10820.91,8700.29,19521.2
1752,51,140.55,143.41,283.96,9763.46,7896.92,17660.38
1752,52,145.08,147.18,292.26,8704.02,7008.07,15712.09
1752,53,142.34,146.37,288.71,7701.44,6114.38,13815.82
1752,54,132.31,140.99,273.3,6809.67,5309.34,12119.01
1752,55,118.14,132.67,250.81,5971.51,4618.09,10589.6
1752,56,112.4,127.92,240.32,6195.73,4690.29,10886.02
1752,57,118.23,128.39,246.62,6520.92,4861,11381.92
1752,58,135.63,134.06,269.69,6984.31,5090,12074.31
1752,59,164.6,144.95,309.55,7692.04,5376.62,13068.66
1752,60,201.23,159.44,360.67,8523.37,5635.86,14159.23
1752,61,229.84,171.14,400.98,8302.14,5407.61,13709.75
1752,62,246.53,178.41,424.94,8047.59,5232.32,13279.91
1752,63,251.28,181.28,432.56,7482.65,4923.77,12406.42
1752,64,244.11,179.73,423.84,6792.75,4618.44,11411.19
1752,65,228.41,175.1,403.51,6009.66,4301.1,10310.76
1752,66,217.85,172.59,390.44,5775.54,4092.04,9867.58
1752,67,215.84,173.55,389.39,5603.77,3903.75,9507.52
1752,68,222.4,177.96,400.36,5494.54,3729.16,9223.7
1752,69,237.49,185.82,423.31,5377,3529.94,8906.94
1752,70,257.86,195.38,453.24,5278.45,3296.04,8574.49
1752,71,270.37,199.59,469.96,4579.98,2904.09,7484.07
1752,72,271.74,196.7,468.44,3905.85,2534.19,6440.04
1752,73,261.96,186.72,448.68,3254.53,2155.13,5409.66
1752,74,241.05,169.61,410.66,2636.19,1788.05,4424.24
1752,75,212.16,147.44,359.6,2078.39,1445.47,3523.86
1752,76,188,128.28,316.28,1931.25,1284.61,3215.86
1752,77,171.72,114.16,285.88,1816.81,1160.6,2977.41
1752,78,163.32,105.08,268.4,1755.66,1072.31,2827.97
1752,79,162.81,101.03,263.84,1733.38,1012.01,2745.39
1752,80,167.83,100.76,268.59,1644.26,966.31,2610.57
1752,81,168.86,99.17,268.03,1432.4,839.56,2271.96
1752,82,163.55,94.99,258.54,1226.28,714.83,1941.11
1752,83,151.89,88.22,240.11,1031.06,596.2,1627.26
1752,84,133.87,78.86,212.73,850.4,489.12,1339.52
1752,85,111.16,67.59,178.75,698.09,396.53,1094.62
1752,86,90.39,57.11,147.5,573.59,318.11,891.7
1752,87,73.21,48.12,121.33,465.74,258.62,724.36
1752,88,59.62,40.6,100.22,378.97,213.75,592.72
1752,89,49.62,34.57,84.19,309.99,173.5,483.49
1752,90,48.19,29.54,77.73,246.18,136.82,383
1752,91,39.28,24.62,63.9,192.43,107.06,299.49
1752,92,31.52,20.29,51.81,148.39,83.15,231.54
1752,93,24.88,16.55,41.43,112.78,63.55,176.33
1752,94,19.32,13.33,32.65,84.39,48.6,132.99
1752,95,14.76,10.62,25.38,62.49,36.95,99.44
1752,96,11.08,8.35,19.43,45.62,27.78,73.4
1752,97,8.16,6.48,14.64,32.51,20.2,52.71
1752,98,5.91,4.97,10.88,22.7,14.28,36.98
1752,99,4.19,3.76,7.95,15.96,10.28,26.24
1752,100,2.93,2.81,5.74,10.44,7.22,17.66
1752,101,2,2.06,4.06,6.94,4.76,11.7
1752,102,1.34,1.5,2.84,4.45,2.96,7.41
1752,103,0.88,1.07,1.95,2.32,1.91,4.23
1752,104,0.57,0.76,1.33,0.96,1.36,2.32
1752,105,0,0.29,0.29,0.26,0.28,0.54
1752,106,0,0,0,0,0,0
1752,107,0,0,0,0,0,0
1752,108,0,0,0,0,0,0
1752,109,0,0,0,0,0,0
1752,110+,0,0,0,0,0,0
1753,0,5768,6740,12508,26931.5,27637,54568.5
1753,1,1403.81,1525.04,2928.85,26381.36,26025.21,52406.57
1753,2,918.2,998.96,1917.16,26272.64,25923.79,52196.43
1753,3,656.85,711.92,1368.77,25988.96,25683.05,51672.01
1753,4,486.15,523.09,1009.24,21636.04,21136.45,42772.49
1753,5,366.69,390.74,757.43,18096.92,17603.94,35700.86
1753,6,274.4,288.74,563.14,18165.16,17745.55,35910.71
1753,7,203.26,210.57,413.83,18419.24,18107.8,36527.04
1753,8,153.25,156.24,309.49,18364.87,18369.8,36734.67
1753,9,124.39,125.72,250.11,18412.81,18694.41,37107.22
1753,10,113.34,115.05,228.39,18762.87,19232.83,37995.7
1753,11,106.8,108.29,215.09,17990.16,18204.64,36194.8
1753,12,101.42,101.47,202.89,17494.11,17420.91,34915.02
1753,13,97.23,94.58,191.81,16930.25,16697.86,33628.11
1753,14,94.2,87.63,181.83,16279.61,15972.26,32251.87
1753,15,92.29,81.24,173.53,15713,15412.81,31125.81
1753,16,91.2,78.02,169.22,16225.72,15508.85,31734.57
1753,17,90.85,78.6,169.45,16880.95,15677.04,32557.99
1753,18,91.25,82.98,174.23,17337.36,15848.3,33185.66
1753,19,92.41,91.17,183.58,17447.96,15657,33104.96
1753,20,94.25,102.01,196.26,17612.48,15068.22,32680.7
1753,21,96.54,111,207.54,16995.02,14506.82,31501.84
1753,22,99.21,116.99,216.2,16466.85,14062.7,30529.55
1753,23,102.27,120,222.27,16023.83,13642.91,29666.74
1753,24,105.72,120,225.72,15650.32,13490.35,29140.67
1753,25,109.61,117.7,227.31,15380.41,13658.68,29039.09
1753,26,114.16,115.82,229.98,15413.78,13855.92,29269.7
1753,27,119.47,115.07,234.54,15426.57,13963.4,29389.97
1753,28,125.49,115.45,240.94,15476.82,13971.19,29448.01
1753,29,132.26,116.95,249.21,15482.43,13810.31,29292.74
1753,30,138.79,119.1,257.89,15447.46,13724.49,29171.95
1753,31,141.14,119.99,261.13,14567.15,13071.14,27638.29
1753,32,138.34,119.14,257.48,13614.82,12269.3,25884.12
1753,33,130.4,116.55,246.95,12682.46,11436.97,24119.43
1753,34,117.31,112.23,229.54,11721.61,10663.09,22384.7
1753,35,101.25,106.95,208.2,10855.33,10019.43,20874.76
1753,36,90.91,103.84,194.75,10842.74,10011.1,20853.84
1753,37,88.49,103.66,192.15,11051.75,10161.31,21213.06
1753,38,93.97,106.43,200.4,11426.02,10408.54,21834.56
1753,39,107.37,112.14,219.51,11806.65,10617.61,22424.26
1753,40,125.97,119.82,245.79,12255.91,10774.34,23030.25
1753,41,138.98,125.64,264.62,11369.66,9965.58,21335.24
1753,42,143.7,128.64,272.34,10372.59,9059.07,19431.66
1753,43,140.12,128.79,268.91,9502.79,8327.6,17830.39
1753,44,128.25,126.11,254.36,8706.04,7730.41,16436.45
1753,45,110.82,121.91,232.73,7924.4,7185.95,15110.35
1753,46,98.73,121.42,220.15,8102.89,7195.85,15298.74
1753,47,94.72,125.97,220.69,8472.37,7380.07,15852.44
1753,48,98.79,135.55,234.34,9055.68,7734.78,16790.46
1753,49,110.94,150.16,261.1,9749.16,8105.85,17855.01
1753,50,128.53,167.35,295.88,10627.74,8612.63,19240.37
1753,51,141.11,177.33,318.44,9906.29,8028.45,17934.74
1753,52,146.05,177.65,323.7,8916.18,7265.9,16182.08
1753,53,143.33,168.32,311.65,7931.85,6432.45,14364.3
1753,54,132.98,149.33,282.31,7007.94,5604.08,12612.02
1753,55,118.04,124.29,242.33,6193.1,4867.16,11060.26
1753,56,110.78,107.6,218.38,6328.56,4811.59,11140.15
1753,57,114.26,102.85,217.11,6572.59,4899.55,11472.14
1753,58,128.47,110.06,238.53,6914.82,5080.67,11995.49
1753,59,153.43,129.21,282.64,7395.43,5312.03,12707.46
1753,60,185.75,156.69,342.44,8131.35,5594.93,13726.28
1753,61,212.01,178.03,390.04,7872.09,5285.31,13157.4
1753,62,228.83,189.58,418.41,7640.86,5047.88,12688.74
1753,63,236.23,191.35,427.58,7387.51,4871.47,12258.98
1753,64,234.18,183.34,417.52,6849.7,4575.91,11425.61
1753,65,225.38,168.42,393.8,6202.66,4292.23,10494.89
1753,66,220.55,158.03,378.58,5874.84,4099.39,9974.23
1753,67,222.35,155.01,377.36,5638.97,3899.04,9538.01
1753,68,230.81,159.39,390.2,5459.73,3711.9,9171.63
1753,69,245.9,171.15,417.05,5337.3,3530.94,8868.24
1753,70,264.87,187.67,452.54,5201.8,3319.8,8521.6
1753,71,276.62,198.48,475.1,4647.15,2975.66,7622.81
1753,72,278.39,200.95,479.34,3989.38,2592.06,6581.44
1753,73,270.16,195.06,465.22,3364.27,2238,5602.27
1753,74,251.96,180.83,432.79,2770.4,1883.48,4653.88
1753,75,226.43,160.38,386.81,2216.65,1548.21,3764.86
1753,76,204.23,142.09,346.32,2008.85,1338.86,3347.71
1753,77,188.01,128.11,316.12,1870.73,1189.23,3059.96
1753,78,177.79,118.41,296.2,1761.65,1073.29,2834.94
1753,79,173.55,113.01,286.56,1703.62,989.9,2693.52
1753,80,173.5,110.76,284.26,1688.84,995.72,2684.56
1753,81,170.45,107.17,277.62,1475.95,866.3,2342.25
1753,82,162.6,101.09,263.69,1266.01,742.38,2008.39
1753,83,149.96,92.52,242.48,1068.16,623.06,1691.22
1753,84,132.51,81.46,213.97,887.56,512.42,1399.98
1753,85,111.59,68.67,180.26,726.61,415.24,1141.85
1753,86,92.51,57.08,149.59,596.69,333.98,930.67
1753,87,76.62,47.45,124.07,491.28,265.32,756.6
1753,88,63.9,39.76,103.66,398.91,214.12,613.03
1753,89,54.37,34.03,88.4,324.05,176.05,500.1
1753,90,53.89,33.61,87.5,258.41,140.13,398.54
1753,91,45.06,28.35,73.41,202.59,109.81,312.4
1753,92,37.23,23.69,60.92,157.17,84.68,241.85
1753,93,30.38,19.61,49.99,120.33,64.8,185.13
1753,94,24.46,16.06,40.52,90.81,48.68,139.49
1753,95,19.45,13.04,32.49,67.47,36.68,104.15
1753,96,15.24,10.45,25.69,49.67,27.52,77.19
1753,97,11.78,8.31,20.09,36.09,20.41,56.5
1753,98,8.98,6.52,15.5,25.55,14.52,40.07
1753,99,6.74,5.05,11.79,17.71,9.95,27.66
1753,100,4.98,3.88,8.86,12.45,7.02,19.47
1753,101,3.63,2.94,6.57,8.01,4.81,12.82
1753,102,2.6,2.2,4.8,5.3,3,8.3
1753,103,1.84,1.63,3.47,3.36,1.69,5.05
1753,104,1.28,1.19,2.47,1.61,1.01,2.62
1753,105,0.87,0.85,1.72,0.71,0.72,1.43
1753,106,0.58,0.61,1.19,0.26,0.28,0.54
1753,107,0,0,0,0,0,0
1753,108,0,0,0,0,0,0
1753,109,0,0,0,0,0,0
1753,110+,0,0,0,0,0,0
1754,0,6558,7577,14135,27029,27693.5,54722.5
1754,1,1573.68,1587.18,3160.86,26269.78,25883.89,52153.67
1754,2,1017.32,1050.82,2068.14,26381.72,26121.61,52503.33
1754,3,773.38,719.36,1492.74,26502.16,26289.55,52791.71
1754,4,589.63,504.64,1094.27,21990.34,21455.95,43446.29
1754,5,410.32,372.68,783,18385.81,17730.92,36116.73
1754,6,264.61,275.75,540.36,18378.51,18032.62,36411.13
1754,7,159.74,201.91,361.65,18574.76,18265.66,36840.42
1754,8,95.73,151.16,246.89,18922.36,18705.7,37628.06
1754,9,72.59,123.5,196.09,18910.06,19018.1,37928.16
1754,10,82.75,115.18,197.93,18967.75,19375.92,38343.67
1754,11,95.96,111.2,207.16,18015.1,18320.5,36335.6
1754,12,104.69,107.81,212.5,17258.42,17338.73,34597.15
1754,13,108.93,105.01,213.94,16773.2,16590.67,33363.87
1754,14,108.67,102.79,211.46,16227.03,15900.17,32127.2
1754,15,104.96,101.34,206.3,15601.09,15207.46,30808.55
1754,16,101.94,101.34,203.28,16098.46,15371.22,31469.68
1754,17,100.67,102.97,203.64,16629.33,15466.86,32096.19
1754,18,101.12,106.23,207.35,17305.4,15633.28,32938.68
1754,19,103.31,111.12,214.43,17774.73,15801.17,33575.9
1754,20,106.8,117.13,223.93,17885.18,15601.25,33486.43
1754,21,109.92,122.3,232.22,17278.68,15017.19,32295.87
1754,22,112.21,126.14,238.35,16666.41,14448.73,31115.14
1754,23,113.7,128.63,242.33,16143.09,13999.42,30142.51
1754,24,114.37,129.79,244.16,15704.64,13575.9,29280.54
1754,25,114.71,129.98,244.69,15335.23,13421.37,28756.6
1754,26,116.57,130.74,247.31,15560.58,13802.02,29362.6
1754,27,120.41,132.45,252.86,15591.77,14001.97,29593.74
1754,28,126.25,135.11,261.36,15600,14109.41,29709.41
1754,29,134.07,138.72,272.79,15644.42,14114.23,29758.65
1754,30,142.8,142.56,285.36,15641.79,13947.11,29588.9
1754,31,148.16,143.79,291.95,14928.91,13406.82,28335.73
1754,32,149.06,141.71,290.77,14066.68,12762.2,26828.88
1754,33,145.5,136.33,281.83,13138.61,11974.29,25112.9
1754,34,137.48,127.61,265.09,12234.5,11159.59,23394.09
1754,35,126.54,117.19,243.73,11306.69,10406.23,21712.92
1754,36,118.86,111.48,230.34,11163.47,10306.8,21470.27
1754,37,116,112.09,228.09,11155.74,10300.76,21456.5
1754,38,117.93,119,236.93,11373.61,10453.29,21826.9
1754,39,124.67,132.23,256.9,11758.48,10700.42,22458.9
1754,40,134.6,149.57,284.17,12145.92,10903.4,23049.32
1754,41,141.23,162.3,303.53,11578.05,10319.54,21897.59
1754,42,142.93,168.21,311.14,10726.6,9523.8,20250.4
1754,43,139.7,167.31,307.01,9774.15,8639.85,18414
1754,44,131.55,159.6,291.15,8948.27,7932.9,16881.17
1754,45,120.19,147.26,267.45,8196.34,7362.7,15559.04
1754,46,112.47,139.13,251.6,8324.31,7383.28,15707.59
1754,47,110.06,137.4,247.46,8519.59,7398.69,15918.28
1754,48,113.01,142.07,255.08,8912.98,7590.29,16503.27
1754,49,121.27,153.14,274.41,9528.79,7954.05,17482.84
1754,50,133.2,168.34,301.54,10257.59,8329.6,18587.19
1754,51,142.06,178.64,320.7,9845.93,8063.49,17909.42
1754,52,146.16,181.77,327.93,9161.66,7497.96,16659.62
1754,53,145.5,177.73,323.23,8229.76,6769.02,14998.78
1754,54,140.09,166.52,306.61,7308.06,5979.44,13287.5
1754,55,132.09,150.75,282.84,6446.91,5200.59,11647.5
1754,56,130.14,140.88,271.02,6512.43,5029.6,11542.03
1754,57,136.39,139.5,275.89,6655.76,4976.28,11632.04
1754,58,150.85,146.62,297.47,6907.34,5067.08,11974.42
1754,59,173.53,162.25,335.78,7256.06,5248.45,12504.51
1754,60,201.58,183.65,385.23,7747.24,5476.34,13223.58
1754,61,223.67,199.8,423.47,7589.14,5273.78,12862.92
1754,62,236.98,207.97,444.95,7322.49,4959.03,12281.52
1754,63,241.51,208.18,449.69,7091.52,4722.76,11814.28
1754,64,237.25,200.41,437.66,6848.11,4554.08,11402.19
1754,65,227.32,187.24,414.56,6340.02,4276.16,10616.18
1754,66,224.22,179.05,403.27,6068.46,4123.79,10192.25
1754,67,231.06,178.44,409.5,5734.21,3934.84,9669.05
1754,68,247.84,185.39,433.23,5483.33,3730.78,9214.11
1754,69,274.57,199.91,474.48,5279.97,3532.42,8812.39
1754,70,307,219.12,526.12,5127.11,3334.47,8461.58
1754,71,328.19,231.59,559.78,4666.58,3033.71,7700.29
1754,72,333.89,234.43,568.32,4121.28,2688.03,6809.31
1754,73,324.1,227.64,551.74,3492.67,2313.23,5805.9
1754,74,298.83,211.22,510.05,2910.85,1977.06,4887.91
1754,75,262.24,187.63,449.87,2373.24,1649.37,4022.61
1754,76,231,166.6,397.6,2140.44,1438.15,3578.59
1754,77,209.28,150.59,359.87,1943.37,1238.31,3181.68
1754,78,197.07,139.58,336.65,1811.86,1095.77,2907.63
1754,79,194.39,133.6,327.99,1702.1,983.4,2685.5
1754,80,198.56,131.21,329.77,1734.6,1025.09,2759.69
1754,81,198.98,126.78,325.76,1516.77,886.67,2403.44
1754,82,193.01,118.87,311.88,1309.17,762.03,2071.2
1754,83,180.62,107.49,288.11,1109.31,645.37,1754.68
1754,84,161.84,92.65,254.49,926.35,535.81,1462.16
1754,85,138.24,75.42,213.66,764.33,436.67,1201
1754,86,116.24,60.06,176.3,624.02,352.15,976.17
1754,87,97.41,47.65,145.06,511.67,281.54,793.21
1754,88,81.78,38.2,119.98,420.66,221.58,642.24
1754,89,69.33,31.69,101.02,339.5,177.12,516.62
1754,90,61.31,34.44,95.75,267.21,140.92,408.13
1754,91,50.68,28.29,78.97,209.06,109.23,318.29
1754,92,41.3,22.97,64.27,161.57,83.86,245.43
1754,93,33.17,18.42,51.59,123.48,63.1,186.58
1754,94,26.24,14.58,40.82,93.03,47.03,140.06
1754,95,20.44,11.4,31.84,68.96,34.19,103.15
1754,96,15.67,8.79,24.46,50.22,24.99,75.21
1754,97,11.82,6.69,18.51,36.25,18.19,54.44
1754,98,8.77,5.03,13.8,25.79,13.04,38.83
1754,99,6.4,3.72,10.12,17.75,8.77,26.52
1754,100,4.58,2.72,7.3,11.91,5.52,17.43
1754,101,3.23,1.95,5.18,8.19,3.64,11.83
1754,102,2.23,1.38,3.61,4.93,2.26,7.19
1754,103,1.51,0.97,2.48,3.11,1.1,4.21
1754,104,1.01,0.66,1.67,1.82,0.3,2.12
1754,105,0.66,0,0.66,0.55,0,0.55
1754,106,0,0,0,0,0,0
1754,107,0,0,0,0,0,0
1754,108,0,0,0,0,0,0
1754,109,0,0,0,0,0,0
1754,110+,0,0,0,0,0,0
1755,0,7467,8312,15779,27944.5,28546,56490.5
1755,1,1721.03,1644.35,3365.38,25821.13,25483.55,51304.68
1755,2,1156.97,1090.65,2247.62,25915.37,25677.95,51593.32
1755,3,749.7,744.78,1494.48,26375.14,26248.56,52623.7
1755,4,485.3,516.22,1001.52,22759.36,22208.94,44968.3
1755,5,341.41,371.07,712.48,19002.15,18211,37213.15
1755,6,242.6,264.22,506.82,18697.74,18185.19,36882.93
1755,7,169.99,184.38,354.37,18771.42,18587.68,37359.1
1755,8,123.6,131.56,255.16,19033.85,18897.13,37930.98
1755,9,103.41,105.76,209.17,19426.35,19395.5,38821.85
